2.829999999999999877e-02 2.640633239944758029e-02 2.438641592830714105e-02 2.900765614514774771e-02
1.288499999999999979e+00 1.406225765220395774e+00 1.158087570571104008e+00 1.135671163007340612e+00
1.091900000000000048e+01 9.944423887263310391e+00 1.111038156823696177e+01 1.066960300412515394e+01
9.214999999999999858e-01 8.735445482103397774e-01 1.019898101354414166e+00 1.073608155392163255e+00
